,field_office,Applications Received2,Approved3,Denied4,Pending5,quarter,state,code,year,fy
225,Providence,"1,030","1,016",177,"1,985","FY 2017, 3rd Q, April 1-June 30, 2017",Rhode Island,PRO,2017.0,FY 2017
229,Charleston,717,823,92,"1,538","FY 2017, 3rd Q, April 1-June 30, 2017",South Carolina,CHS,2017.0,FY 2017
231,Greer,469,486,42,888,"FY 2017, 3rd Q, April 1-June 30, 2017",South Carolina,GRR,2017.0,FY 2017
235,Memphis,"2,039","1,335",69,"7,312","FY 2017, 3rd Q, April 1-June 30, 2017",Tennessee,MEM,2017.0,FY 2017
239,Dallas,"7,602","3,931",408,"30,392","FY 2017, 3rd Q, April 1-June 30, 2017",Texas,DAL,2017.0,FY 2017
241,El Paso,"2,236","1,151",142,"6,934","FY 2017, 3rd Q, April 1-June 30, 2017",Texas,ELP,2017.0,FY 2017
243,Harlingen,"1,823","1,281",160,"5,216","FY 2017, 3rd Q, April 1-June 30, 2017",Texas,HLG,2017.0,FY 2017
245,Houston,"8,404","3,428",502,"33,233","FY 2017, 3rd Q, April 1-June 30, 2017",Texas,HOU,2017.0,FY 2017
247,San Antonio,"4,453","3,764",489,"12,731","FY 2017, 3rd Q, April 1-June 30, 2017",Texas,SNA,2017.0,FY 2017
251,Salt Lake City,"1,572",930,82,"4,772","FY 2017, 3rd Q, April 1-June 30, 2017",Utah,SLC,2017.0,FY 2017
255,St. Albans,201,251,15,472,"FY 2017, 3rd Q, April 1-June 30, 2017",Vermont,STA,2017.0,FY 2017
259,Norfolk,"1,378","1,261",119,"4,460","FY 2017, 3rd Q, April 1-June 30, 2017",Virginia,NOR,2017.0,FY 2017
263,Seattle,"4,711","2,443",282,"14,430","FY 2017, 3rd Q, April 1-June 30, 2017",Washington,SEA,2017.0,FY 2017
265,Spokane,299,234,17,611,"FY 2017, 3rd Q, April 1-June 30, 2017",Washington,SPO,2017.0,FY 2017
267,Yakima,613,555,104,"1,087","FY 2017, 3rd Q, April 1-June 30, 2017",Washington,YAK,2017.0,FY 2017
271,Charleston,D,0,0,D,"FY 2017, 3rd Q, April 1-June 30, 2017",West Virginia,CHS,2017.0,FY 2017
275,Milwaukee,"1,241",936,127,"3,812","FY 2017, 3rd Q, April 1-June 30, 2017",Wisconsin,MIL,2017.0,FY 2017
283,Hagatna,252,237,10,659,"FY 2017, 3rd Q, April 1-June 30, 2017",Guam,AGA,2017.0,FY 2017
287,Charlotte Amalie,108,69,14,252,"FY 2017, 3rd Q, April 1-June 30, 2017",U.S. Virgin Islands,CHA,2017.0,FY 2017
289,Christiansted,69,50,D,194,"FY 2017, 3rd Q, April 1-June 30, 2017",U.S. Virgin Islands,CHR,2017.0,FY 2017
293,San Juan,716,745,131,"2,253","FY 2017, 3rd Q, April 1-June 30, 2017",Puerto Rico,SAJ,2017.0,FY 2017
331,Beijing, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",China,,2017.0,FY 2017
333,Guangzhou, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",China,,2017.0,FY 2017
337,Havana, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Cuba,,2017.0,FY 2017
341,Santo Domingo, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Dominican Republic,,2017.0,FY 2017
345,San Salvador, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",El Salvador,,2017.0,FY 2017
349,Frankfurt, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Germany,23,2017.0,FY 2017
353,Accra, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Ghana,,2017.0,FY 2017
357,Athens, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Greece,,2017.0,FY 2017
361,Guatemala City, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Guatemala,,2017.0,FY 2017
365,Port-au-Prince, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Haiti,,2017.0,FY 2017
369,New Delhi, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",India,,2017.0,FY 2017
373,Rome, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Italy,14,2017.0,FY 2017
377,Amman, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Jordan,,2017.0,FY 2017
381,Nairobi, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Kenya,,2017.0,FY 2017
385,Ciudad Juarez, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Mexico,,2017.0,FY 2017
387,Mexico City, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Mexico,,2017.0,FY 2017
389,Monterrey, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Mexico,,2017.0,FY 2017
393,Lima, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Peru,,2017.0,FY 2017
397,Manila, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Philippines,,2017.0,FY 2017
401,Moscow, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Russia,,2017.0,FY 2017
405,Johannesburg, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",South Africa,,2017.0,FY 2017
409,Seoul, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",South Korea,54,2017.0,FY 2017
413,Bangkok, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",Thailand,,2017.0,FY 2017
417,London, N/A , N/A , N/A , N/A ,"FY 2017, 3rd Q, April 1-June 30, 2017",United Kingdom,1,2017.0,FY 2017
11,Montgomery,803,299,10,"1,500","FY 2017, 4th Q, July 1-Sept. 30, 2017",Alabama,MGA,2017.0,FY 2017
15,Anchorage,282,362,36,816,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Alaska,ANC,2017.0,FY 2017
19,Phoenix,"3,024","2,539",317,"12,784","FY 2017, 4th Q, July 1-Sept. 30, 2017",Arizona,PHO,2017.0,FY 2017
21,Tucson,727,"1,208",133,"1,853","FY 2017, 4th Q, July 1-Sept. 30, 2017",Arizona,TUC,2017.0,FY 2017
25,Fort Smith,292,282,21,"1,201","FY 2017, 4th Q, July 1-Sept. 30, 2017",Arkansas,FSA,2017.0,FY 2017
29,Chula Vista,-,-,-,-,"FY 2017, 4th Q, July 1-Sept. 30, 2017",California,CVC,2017.0,FY 2017
31,Fresno,"2,906","3,143",337,"8,679","FY 2017, 4th Q, July 1-Sept. 30, 2017",California,FRE,2017.0,FY 2017
33,Imperial,305,425,87,"1,023","FY 2017, 4th Q, July 1-Sept. 30, 2017",California,IMP,2017.0,FY 2017
35,Los Angeles,"5,159","5,693",331,"16,143","FY 2017, 4th Q, July 1-Sept. 30, 2017",California,LOS,2017.0,FY 2017
37,Los Angeles County,"5,304","4,479",531,"20,376","FY 2017, 4th Q, July 1-Sept. 30, 2017",California,LAC,2017.0,FY 2017
39,Sacramento,"3,525","3,249",269,"12,171","FY 2017, 4th Q, July 1-Sept. 30, 2017",California,SAC,2017.0,FY 2017
41,San Bernardino,"4,719","6,506",798,"10,926","FY 2017, 4th Q, July 1-Sept. 30, 2017",California,SBD,2017.0,FY 2017
43,San Diego,"4,358","5,673",533,"11,158","FY 2017, 4th Q, July 1-Sept. 30, 2017",California,SND,2017.0,FY 2017
45,San Fernando Valley,"3,878","4,435",272,"13,899","FY 2017, 4th Q, July 1-Sept. 30, 2017",California,SFV,2017.0,FY 2017
47,San Francisco,"7,309","7,925",346,"25,769","FY 2017, 4th Q, July 1-Sept. 30, 2017",California,SFR,2017.0,FY 2017
49,San Jose,"3,759","6,696",388,"10,653","FY 2017, 4th Q, July 1-Sept. 30, 2017",California,SNJ,2017.0,FY 2017
51,Santa Ana,"4,502","4,818",537,"14,006","FY 2017, 4th Q, July 1-Sept. 30, 2017",California,SAA,2017.0,FY 2017
55,Denver,"2,273","2,098",396,"9,276","FY 2017, 4th Q, July 1-Sept. 30, 2017",Colorado,DEN,2017.0,FY 2017
59,Hartford,"2,198","2,518",319,"8,816","FY 2017, 4th Q, July 1-Sept. 30, 2017",Connecticut,HAR,2017.0,FY 2017
63,Dover AFB,-,-,-,-,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Delaware,DVD,2017.0,FY 2017
67,Washington,"4,225","7,588",560,"14,639","FY 2017, 4th Q, July 1-Sept. 30, 2017",District of Columbia,WAS,2017.0,FY 2017
71,Fort Meyers,913,356,215,"5,368","FY 2017, 4th Q, July 1-Sept. 30, 2017",Florida,OFM,2017.0,FY 2017
73,Hialeah,"2,453","3,353",603,"11,039","FY 2017, 4th Q, July 1-Sept. 30, 2017",Florida,HIA,2017.0,FY 2017
75,Jacksonville,"1,064","1,180",97,"3,612","FY 2017, 4th Q, July 1-Sept. 30, 2017",Florida,JAC,2017.0,FY 2017
77,Kendall,"2,439","2,587",332,"12,287","FY 2017, 4th Q, July 1-Sept. 30, 2017",Florida,KND,2017.0,FY 2017
79,Miami,"3,450","3,010",189,"17,011","FY 2017, 4th Q, July 1-Sept. 30, 2017",Florida,MIA,2017.0,FY 2017
81,Oakland Park,"2,363","2,679",332,"14,082","FY 2017, 4th Q, July 1-Sept. 30, 2017",Florida,OKL,2017.0,FY 2017
83,Orlando,"2,307","2,579",550,"10,927","FY 2017, 4th Q, July 1-Sept. 30, 2017",Florida,ORL,2017.0,FY 2017
85,Tampa,"2,390","3,491",510,"9,825","FY 2017, 4th Q, July 1-Sept. 30, 2017",Florida,TAM,2017.0,FY 2017
87,West Palm Beach,"2,021","2,115",463,"7,974","FY 2017, 4th Q, July 1-Sept. 30, 2017",Florida,WPB,2017.0,FY 2017
91,Atlanta,"4,554","5,951",235,"19,499","FY 2017, 4th Q, July 1-Sept. 30, 2017",Georgia,ATL,2017.0,FY 2017
95,Honolulu,962,"1,012",66,"2,744","FY 2017, 4th Q, July 1-Sept. 30, 2017",Hawaii,HHW,2017.0,FY 2017
99,Boise,414,662,23,989,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Idaho,BOI,2017.0,FY 2017
103,Chicago,"7,086","6,579",651,"25,225","FY 2017, 4th Q, July 1-Sept. 30, 2017",Illinois,CHI,2017.0,FY 2017
107,Indianapolis,"1,388","1,897",156,"3,382","FY 2017, 4th Q, July 1-Sept. 30, 2017",Indiana,INP,2017.0,FY 2017
111,Des Moines,780,635,59,"3,554","FY 2017, 4th Q, July 1-Sept. 30, 2017",Iowa,DSM,2017.0,FY 2017
115,Wichita,386,258,24,"1,240","FY 2017, 4th Q, July 1-Sept. 30, 2017",Kansas,WIC,2017.0,FY 2017
119,Louisville,964,887,186,"2,385","FY 2017, 4th Q, July 1-Sept. 30, 2017",Kentucky,LOU,2017.0,FY 2017
123,New Orleans,901,755,73,"3,868","FY 2017, 4th Q, July 1-Sept. 30, 2017",Louisiana,NOL,2017.0,FY 2017
127,Portland,224,714,22,415,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Maine,POO,2017.0,FY 2017
131,Baltimore,"4,451","4,049",228,"16,726","FY 2017, 4th Q, July 1-Sept. 30, 2017",Maryland,BAL,2017.0,FY 2017
135,Boston,"4,186","9,584",659,"8,977","FY 2017, 4th Q, July 1-Sept. 30, 2017",Massachusetts,BOS,2017.0,FY 2017
137,Lawrence,"2,009","3,946",455,"4,199","FY 2017, 4th Q, July 1-Sept. 30, 2017",Massachusetts,LAW,2017.0,FY 2017
141,Detroit,"3,857","4,185",724,"9,763","FY 2017, 4th Q, July 1-Sept. 30, 2017",Michigan,DET,2017.0,FY 2017
145,St. Paul,"3,392","1,855",173,"15,067","FY 2017, 4th Q, July 1-Sept. 30, 2017",Minnesota,SPM,2017.0,FY 2017
149,Kansas City,994,"1,054",95,"2,856","FY 2017, 4th Q, July 1-Sept. 30, 2017",Missouri,KAN,2017.0,FY 2017
151,St. Louis,708,"1,381",163,"2,225","FY 2017, 4th Q, July 1-Sept. 30, 2017",Missouri,STL,2017.0,FY 2017
155,Helena,93,84,D,194,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Montana,HEL,2017.0,FY 2017
159,Omaha,839,769,149,"2,324","FY 2017, 4th Q, July 1-Sept. 30, 2017",Nebraska,OMA,2017.0,FY 2017
163,Las Vegas,"1,962","2,899",200,"8,007","FY 2017, 4th Q, July 1-Sept. 30, 2017",Nevada,LVG,2017.0,FY 2017
165,Reno,304,373,60,"1,161","FY 2017, 4th Q, July 1-Sept. 30, 2017",Nevada,REN,2017.0,FY 2017
169,Manchester,361,506,35,855,"FY 2017, 4th Q, July 1-Sept. 30, 2017",New Hampshire,MAN,2017.0,FY 2017
173,Mount Laurel,"1,683","2,348",165,"6,115","FY 2017, 4th Q, July 1-Sept. 30, 2017",New Jersey,MTL,2017.0,FY 2017
175,Newark,"7,933","9,895",779,"27,245","FY 2017, 4th Q, July 1-Sept. 30, 2017",New Jersey,NEW,2017.0,FY 2017
179,Albuquerque,472,617,34,"1,432","FY 2017, 4th Q, July 1-Sept. 30, 2017",New Mexico,ABQ,2017.0,FY 2017
183,Albany,595,875,121,"1,453","FY 2017, 4th Q, July 1-Sept. 30, 2017",New York,ALB,2017.0,FY 2017
185,Buffalo,"1,412","1,502",176,"2,829","FY 2017, 4th Q, July 1-Sept. 30, 2017",New York,BUF,2017.0,FY 2017
187,Long Island,"3,193","3,713",697,"22,415","FY 2017, 4th Q, July 1-Sept. 30, 2017",New York,LNY,2017.0,FY 2017
189,New York,"13,106","19,108","3,855","46,192","FY 2017, 4th Q, July 1-Sept. 30, 2017",New York,NYC,2017.0,FY 2017
191,Queens,"6,303","4,341",892,"19,232","FY 2017, 4th Q, July 1-Sept. 30, 2017",New York,QNS,2017.0,FY 2017
195,Charlotte,"1,741","3,041",141,"5,083","FY 2017, 4th Q, July 1-Sept. 30, 2017",North Carolina,CLT,2017.0,FY 2017
197,Raleigh,"1,566","1,781",105,"3,766","FY 2017, 4th Q, July 1-Sept. 30, 2017",North Carolina,RAL,2017.0,FY 2017
201,Cincinnati,750,771,75,"1,624","FY 2017, 4th Q, July 1-Sept. 30, 2017",Ohio,CIN,2017.0,FY 2017
203,Cleveland,"1,056","1,350",95,"2,068","FY 2017, 4th Q, July 1-Sept. 30, 2017",Ohio,CLE,2017.0,FY 2017
205,Columbus,"1,386","1,293",116,"3,151","FY 2017, 4th Q, July 1-Sept. 30, 2017",Ohio,CLM,2017.0,FY 2017
209,Oklahoma City,924,"1,309",138,"2,736","FY 2017, 4th Q, July 1-Sept. 30, 2017",Oklahoma,OKC,2017.0,FY 2017
213,Portland,"1,913","2,096",141,"5,665","FY 2017, 4th Q, July 1-Sept. 30, 2017",Oregon,POO,2017.0,FY 2017
217,Philadelphia,"4,335","4,534",463,"17,921","FY 2017, 4th Q, July 1-Sept. 30, 2017",Pennsylvania,PHI,2017.0,FY 2017
219,Pittsburgh,669,883,67,"1,633","FY 2017, 4th Q, July 1-Sept. 30, 2017",Pennsylvania,PIT,2017.0,FY 2017
223,Providence,701,"1,514",124,"1,424","FY 2017, 4th Q, July 1-Sept. 30, 2017",Rhode Island,PRO,2017.0,FY 2017
227,Charleston,526,749,69,"1,235","FY 2017, 4th Q, July 1-Sept. 30, 2017",South Carolina,CHS,2017.0,FY 2017
229,Greer,374,457,38,773,"FY 2017, 4th Q, July 1-Sept. 30, 2017",South Carolina,GRR,2017.0,FY 2017
233,Memphis,"1,662","1,242",111,"7,572","FY 2017, 4th Q, July 1-Sept. 30, 2017",Tennessee,MEM,2017.0,FY 2017
237,Dallas,"6,188","3,653",375,"32,499","FY 2017, 4th Q, July 1-Sept. 30, 2017",Texas,DAL,2017.0,FY 2017
239,El Paso,"1,567","2,183",133,"6,173","FY 2017, 4th Q, July 1-Sept. 30, 2017",Texas,ELP,2017.0,FY 2017
241,Harlingen,"1,118",734,159,"5,424","FY 2017, 4th Q, July 1-Sept. 30, 2017",Texas,HLG,2017.0,FY 2017
243,Houston,"6,303","4,454",300,"35,501","FY 2017, 4th Q, July 1-Sept. 30, 2017",Texas,HOU,2017.0,FY 2017
245,San Antonio,"3,374","5,110",447,"10,988","FY 2017, 4th Q, July 1-Sept. 30, 2017",Texas,SNA,2017.0,FY 2017
249,Salt Lake City,"1,229",811,50,"5,050","FY 2017, 4th Q, July 1-Sept. 30, 2017",Utah,SLC,2017.0,FY 2017
253,St. Albans,237,294,17,395,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Vermont,STA,2017.0,FY 2017
257,Norfolk,"1,110","1,552",124,"3,898","FY 2017, 4th Q, July 1-Sept. 30, 2017",Virginia,NOR,2017.0,FY 2017
261,Seattle,"3,878","3,061",219,"15,144","FY 2017, 4th Q, July 1-Sept. 30, 2017",Washington,SEA,2017.0,FY 2017
263,Spokane,250,262,24,551,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Washington,SPO,2017.0,FY 2017
265,Yakima,524,599,39,954,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Washington,YAK,2017.0,FY 2017
269,Milwaukee,"1,016",694,119,"4,016","FY 2017, 4th Q, July 1-Sept. 30, 2017",Wisconsin,MIL,2017.0,FY 2017
277,Agana,240,342,15,539,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Guam,AGA,2017.0,FY 2017
281,Charlotte Amalie,82,64,D,290,"FY 2017, 4th Q, July 1-Sept. 30, 2017",U.S. Virgin Islands,CHA,2017.0,FY 2017
283,Christiansted,31,20,D,170,"FY 2017, 4th Q, July 1-Sept. 30, 2017",U.S. Virgin Islands,CHR,2017.0,FY 2017
287,San Juan,470,889,130,"1,677","FY 2017, 4th Q, July 1-Sept. 30, 2017",Puerto Rico,SAJ,2017.0,FY 2017
323,Beijing,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",China,,2017.0,FY 2017
325,Guangzhou,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",China,,2017.0,FY 2017
329,Havana,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Cuba,,2017.0,FY 2017
333,Santo Domingo,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Dominican Republic,,2017.0,FY 2017
337,San Salvador,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",El Salvador,,2017.0,FY 2017
341,Frankfurt,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Germany,23,2017.0,FY 2017
345,Accra,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Ghana,,2017.0,FY 2017
349,Athens,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Greece,,2017.0,FY 2017
353,Guatemala City,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Guatemala,,2017.0,FY 2017
357,Port-au-Prince,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Haiti,,2017.0,FY 2017
361,New Delhi,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",India,,2017.0,FY 2017
365,Rome,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Italy,14,2017.0,FY 2017
369,Amman,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Jordan,,2017.0,FY 2017
373,Nairobi,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Kenya,,2017.0,FY 2017
377,Ciudad Juarez,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Mexico,,2017.0,FY 2017
379,Mexico City,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Mexico,,2017.0,FY 2017
381,Monterrey,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Mexico,,2017.0,FY 2017
385,Lima,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Peru,,2017.0,FY 2017
389,Manila,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Philippines,,2017.0,FY 2017
393,Moscow,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Russia,,2017.0,FY 2017
397,Johannesburg,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",South Africa,,2017.0,FY 2017
401,Seoul,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",South Korea,54,2017.0,FY 2017
405,Bangkok,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",Thailand,,2017.0,FY 2017
409,London,  N/A  ,  N/A  ,  N/A  ,  N/A  ,"FY 2017, 4th Q, July 1-Sept. 30, 2017",United Kingdom,1,2017.0,FY 2017
11,Montgomery,779,343,16,"4,457","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Alabama,MGA,2017.0,FY 2018
15,Anchorage,269,264,49,767,"FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Alaska,ANC,2017.0,FY 2018
19,Phoenix,"2,415","2,328",281,"12,620","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Arizona,PHO,2017.0,FY 2018
21,Tucson,602,739,83,"1,768","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Arizona,TUC,2017.0,FY 2018
25,Fort Smith,311,414,18,"1,058","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Arkansas,FSA,2017.0,FY 2018
29,Chula Vista, -   , -   , -   , -   ,"FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",California,CVC,2017.0,FY 2018
31,Fresno,"2,240","2,906",268,"7,796","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",California,FRE,2017.0,FY 2018
33,Imperial,318,344,107,890,"FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",California,IMP,2017.0,FY 2018
35,Los Angeles,"4,285","4,617",285,"15,407","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",California,LOS,2017.0,FY 2018
37,Los Angeles County,"4,210","4,691",554,"18,064","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",California,LAC,2017.0,FY 2018
39,Sacramento,"2,731","4,017",235,"10,579","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",California,SAC,2017.0,FY 2018
41,San Bernardino,"3,840","5,281",756,"8,760","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",California,SBD,2017.0,FY 2018
43,San Diego,"3,559","3,075",396,"11,247","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",California,SND,2017.0,FY 2018
45,San Fernando Valley,"3,266","3,888",232,"13,065","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",California,SFV,2017.0,FY 2018
47,San Francisco,"6,347","5,282",365,"26,433","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",California,SFR,2017.0,FY 2018
49,San Jose,"3,319","2,798",322,"11,043","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",California,SNJ,2017.0,FY 2018
51,Santa Ana,"3,680","3,683",398,"13,698","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",California,SAA,2017.0,FY 2018
55,Denver,"2,051","1,363",269,"9,866","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Colorado,DEN,2017.0,FY 2018
59,Hartford,"2,053","2,838",329,"7,645","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Connecticut,HAR,2017.0,FY 2018
63,Dover AFB, -   , -   , -   , -   ,"FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Delaware,DVD,2017.0,FY 2018
67,Washington,"3,980","3,111",354,"15,269","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",District of Columbia,WAS,2017.0,FY 2018
71,Fort Meyers,893,434,128,"5,806","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Florida,OFM,2017.0,FY 2018
73,Hialeah,"2,588","3,946",675,"8,993","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Florida,HIA,2017.0,FY 2018
75,Jacksonville,993,"1,197",116,"3,393","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Florida,JAC,2017.0,FY 2018
77,Kendall,"2,668","2,698",366,"11,939","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Florida,KND,2017.0,FY 2018
79,Miami,"2,707","2,599",379,"16,671","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Florida,MIA,2017.0,FY 2018
81,Oakland Park,"2,348","2,659",399,"13,555","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Florida,OKL,2017.0,FY 2018
83,Orlando,"2,222","1,976",361,"11,132","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Florida,ORL,2017.0,FY 2018
85,Tampa,"2,339","3,316",484,"8,714","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Florida,TAM,2017.0,FY 2018
87,West Palm Beach,"1,723","2,213",363,"7,304","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Florida,WPB,2017.0,FY 2018
91,Atlanta,"4,284","3,703",336,"19,702","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Georgia,ATL,2017.0,FY 2018
95,Honolulu,839,763,101,"2,724","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Hawaii,HHW,2017.0,FY 2018
99,Boise,378,450,26,901,"FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Idaho,BOI,2017.0,FY 2018
103,Chicago,"6,044","4,342",374,"25,851","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Illinois,CHI,2017.0,FY 2018
107,Indianapolis,"1,411","1,470",222,"3,085","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Indiana,INP,2017.0,FY 2018
111,Des Moines,810,535,75,"3,883","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Iowa,DSM,2017.0,FY 2018
115,Wichita,318,299, D ,"1,268","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Kansas,WIC,2017.0,FY 2018
127,Louisville,937,908,113,"2,327","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Kentucky,LOU,2017.0,FY 2018
131,New Orleans,722,779,94,"3,818","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Louisiana,NOL,2017.0,FY 2018
135,Portland,261,220, D ,471,"FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Maine,POO,2017.0,FY 2018
139,Baltimore,"4,261","2,619",154,"17,858","FY 2018, 1st Q, Oct. 1-Dec. 31, 2017",Maryland,BAL,2017.0,FY 2018
